uid,video_id,start_seconds,stop_seconds,narration,verb,noun,location
3465,P01_18,1291.95,1293.31,adjust hob,adjust,hob,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3466,P01_18,1294.33,1298.06,take kettle,take,kettle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3467,P01_18,1298.16,1305.75,pour water into saucepan,pour,water,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3468,P01_18,1307.11,1308.73,open kettle,open,kettle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3469,P01_18,1308.62,1310.28,turn on tap,turn-on,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3470,P01_18,1310.36,1324.24,pour water into kettle,pour,water,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3471,P01_18,1324.11,1324.7,turn off tap,turn-off,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3472,P01_18,1324.53,1325.37,close kettle,close,kettle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3473,P01_18,1326.19,1328.16,put down kettle,put-down,kettle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3474,P01_18,1328.33,1329.35,turn on kettle,turn-on,kettle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3475,P01_18,1335.62,1336.96,take stock,take,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3476,P01_18,1337.06,1337.72,put down stock,put-down,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3479,P01_18,1381.29,1383.09,take saucepan,take,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3480,P01_18,1383.67,1386.92,pour water into saucepan,pour,water,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3481,P01_18,1388.14,1390.77,put down saucepan,put-down,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3482,P01_18,1391.07,1392.16,take cloth,take,cloth,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3483,P01_18,1392.01,1399.41,dry saucepan,dry,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3484,P01_18,1399.36,1400.87,put down saucepan,put-down,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3485,P01_18,1401.17,1406.92,dry pan,dry,pan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3486,P01_18,1407.02,1408.41,put down pan,put-down,pan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3487,P01_18,1409.37,1410.9,hang cloth,hang,cloth,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3488,P01_18,1410.9,1411.59,take saucepan,take,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3489,P01_18,1411.13,1412.19,open cupboard,open,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3490,P01_18,1412.37,1415.71,put saucepan into cupboard,put,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3491,P01_18,1416.02,1417.29,close cupboard,close,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3492,P01_18,1424.03,1424.9,open cupboard,open,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3493,P01_18,1424.92,1426.18,take bowl,take,bowl,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3494,P01_18,1426.21,1426.84,close cupboard,close,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3495,P01_18,1427.78,1428.45,put down bowl,put-down,bowl,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3496,P01_18,1428.55,1429.26,take rice,take,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3497,P01_18,1429.23,1439.3,open rice,open,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3498,P01_18,1439.65,1443.86,pour rice into bowl,pour,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3499,P01_18,1449.47,1453.49,pour rice into bowl,pour,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3500,P01_18,1453.59,1454.98,shake bowl,shake,bowl,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3501,P01_18,1455.99,1461.99,close rice box,close,box:rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3502,P01_18,1462.23,1463.14,open cupboard,open,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3503,P01_18,1463.55,1488.07,seal rice box,seal,box:rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3504,P01_18,1479.08,1480.08,open drawer,open,drawer,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3505,P01_18,1480.16,1483.71,take clip,take,clip,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3506,P01_18,1483.9,1484.97,close drawer,close,drawer,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3507,P01_18,1485.27,1486.53,take clip from the floor,take,clip,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3508,P01_18,1486.64,1488.64,put clip on,put,clip,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3509,P01_18,1489.1,1490.7,put rice into cupboard,put,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3510,P01_18,1491.05,1492.3,close cupboard,close,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3511,P01_18,1498.4,1501.4,move saucepan,move,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3512,P01_18,1513.5,1516.7,take kettle,take,kettle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3513,P01_18,1517.35,1527.6,pour water into saucepan,pour,water,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3514,P01_18,1529.2,1531.7,put down kettle,put-down,kettle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3515,P01_18,1533.8,1536.05,take olive oil,take,oil:olive,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3516,P01_18,1537.9,1538.9,adjust hob,adjust,hob,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3517,P01_18,1538.92,1546.5,pour oil into pan,pour,oil,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3518,P01_18,1540.79,1550.66,put down oil,put-down,oil,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3519,P01_18,1546.85,1549.1,close oil,close,oil,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3520,P01_18,1551.08,1552.84,take stock,take,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3521,P01_18,1553.41,1554.07,put stock into saucepan,put,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3522,P01_18,1555.32,1557.49,open bin,open,bin,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3523,P01_18,1557.37,1557.97,throw something into bin,throw,bin,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3524,P01_18,1559.33,1561.16,take spoon,take,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3525,P01_18,1561.54,1566.52,break stock,break,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3526,P01_18,1566.04,1568.54,stir stock,stir,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3527,P01_18,1570.89,1571.86,put down spoon,put-down,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3529,P01_18,1603.57,1604.82,take spoon,take,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3530,P01_18,1604.92,1619.99,stir stock,stir,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3532,P01_18,1640.04,1641.02,take spoon,take,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3533,P01_18,1641.7,1642.7,check oil,check,oil,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3535,P01_18,1672.29,1673.54,take national geographic,take,geographic:national,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3536,P01_18,1677.21,1692.55,read national geographic,read,geographic:national,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3537,P01_18,1684.02,1693.38,continue reading,read,geographic:national,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3538,P01_18,1693.48,1709.47,still reading national geographic,read,geographic:national,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3539,P01_18,1728.44,1729.28,put down national geographic,put-down,geographic:national,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3540,P01_18,1732.79,1733.66,take spoon,take,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3541,P01_18,1733.76,1740.39,stir stock,stir,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3542,P01_18,1741.85,1742.39,put down spoon,put-down,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3543,P01_18,1742.38,1743.69,adjust hob,adjust,hob,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3544,P01_18,1744.73,1745.31,take knife,take,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3545,P01_18,1745.35,1747.55,take cutting board,take,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3546,P01_18,1748.15,1752.25,pour onion into pan,pour,onion,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3547,P01_18,1753.01,1754.46,put down knife and cutting board,put-down,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3548,P01_18,1754.97,1756.81,open drawer,open,drawer,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3549,P01_18,1757.61,1761.67,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3550,P01_18,1758.34,1759.18,close drawer,close,drawer,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3551,P01_18,1759.05,1761.66,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3552,P01_18,1766.48,1767.34,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3553,P01_18,1767.76,1774.65,stir onion,stir,onion,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3554,P01_18,1774.77,1777.57,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3555,P01_18,1824.97,1827.39,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3556,P01_18,1826.97,1836.25,stir onion,stir,onion,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3557,P01_18,1836.52,1840.12,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3558,P01_18,1840.31,1845,take spoon,take,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3559,P01_18,1842.14,1843.16,stir squash,stir,squash,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3560,P01_18,1843.26,1845.18,spoon squash,spoon,squash,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3561,P01_18,1849.03,1850.09,taste squash,taste,squash,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3562,P01_18,1850.16,1850.88,put down spoon,put-down,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3563,P01_18,1851.2,1852.67,adjust hop,adjust,hop,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3564,P01_18,1859.95,1861.91,take coriander,take,coriander,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3565,P01_18,1861.74,1863.24,put down coriander,put-down,coriander,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3566,P01_18,1864.92,1866.14,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3567,P01_18,1866.06,1867.29,stir onion,stir,onion,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3568,P01_18,1867.35,1869.57,adjust hop,adjust,hop,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3569,P01_18,1871.32,1873.23,take saucepan,take,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3570,P01_18,1875,1878.88,pour squash into colander,pour,squash,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3571,P01_18,1879.9,1886.1,drain squash,drain,squash,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3572,P01_18,1888.86,1891.62,put down saucepan,put-down,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3573,P01_18,1893.15,1894.14,take knife,take,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3574,P01_18,1893.72,1894.72,take spoon,take,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3575,P01_18,1894.75,1896.29,take cutting board,take,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3576,P01_18,1896.79,1901.65,pour mushrooms into pan,pour,mushroom,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3577,P01_18,1904.05,1905.71,put down cutting board and knife,put-down,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3578,P01_18,1905.81,1907.44,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3579,P01_18,1907.71,1909.18,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3580,P01_18,1911.12,1912.53,take pot holder,take,holder:pot,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3581,P01_18,1912.49,1913.38,put down pot holder,put-down,holder:pot,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3582,P01_18,1916.76,1918.72,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3583,P01_18,1918.83,1924.63,serve food,serve,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3584,P01_18,1924.23,1950.04,cut mushrooms,cut,mushroom,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3585,P01_18,1935.98,1958.07,continue cutting mushrooms,cut,mushroom,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3586,P01_18,1953.48,1957.54,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3587,P01_18,1957.64,1961.05,cut mushrooms,cut,mushroom,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3588,P01_18,1961.15,1971.18,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3589,P01_18,1967.54,1985.26,cut mushrooms,cut,mushroom,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3590,P01_18,1985.95,1996.7,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3591,P01_18,1997.12,1998.07,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3592,P01_18,1997.64,2001.14,take pepper,take,pepper,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3593,P01_18,2001.69,2005.31,pour pepper,pour,pepper,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3594,P01_18,2005.57,2006.72,put down paper,put-down,paper,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3595,P01_18,2006.41,2007.52,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3596,P01_18,2007.83,2016.71,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3597,P01_18,2017.11,2017.74,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3598,P01_18,2017.46,2019.52,pour rice into pan,pour,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3599,P01_18,2017.58,2018.45,take bowl,take,bowl,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3600,P01_18,2020.17,2020.97,put down bowl,put-down,bowl,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3601,P01_18,2020.94,2022.39,open drawer,open,drawer,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3602,P01_18,2024.99,2025.79,take ladle,take,ladle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3603,P01_18,2027.53,2029.09,spoon stock,spoon,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3604,P01_18,2029.6,2032.18,pour stock,pour,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3605,P01_18,2032.9,2035.92,spoon stock,spoon,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3606,P01_18,2036.42,2038.69,pour stock,pour,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3607,P01_18,2039.41,2040.45,spoon stock,spoon,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3608,P01_18,2041.35,2042.49,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3609,P01_18,2042.46,2052.24,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3610,P01_18,2052.34,2059.9,pour squash,pour,squash,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3611,P01_18,2069.44,2070.44,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3612,P01_18,2078.29,2079.29,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3613,P01_18,2079.06,2090.05,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3614,P01_18,2090.15,2101.09,continue stirring food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3615,P01_18,2101.94,2105.69,continue stirring food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3616,P01_18,2119.98,2130.51,continue stirring food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3617,P01_18,2130.97,2159.66,continue stirring food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3618,P01_18,2176.36,2182.04,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3619,P01_18,2176.66,2178.14,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3620,P01_18,2181.79,2182.85,take ladle,take,ladle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3621,P01_18,2182.95,2185.12,spoon stock,spoon,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3622,P01_18,2185.22,2187.84,pour stock,pour,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3623,P01_18,2187.91,2189.54,put down ladle,put-down,ladle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3624,P01_18,2189.64,2193.78,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3625,P01_18,2193.88,2197.29,spoon squash,spoon,squash,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3626,P01_18,2197.15,2200.56,pour squash,pour,squash,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3627,P01_18,2201.9,2203.15,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3628,P01_18,2215.23,2216.34,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3629,P01_18,2215.55,2224.34,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3630,P01_18,2223.69,2224.55,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3631,P01_18,2225.59,2227,take container,take,container,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3632,P01_18,2226.6,2227.91,put down container,put-down,container,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3633,P01_18,2227.31,2229.07,open container,open,container,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3634,P01_18,2232.72,2233.86,take lid,take,lid,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3635,P01_18,2233.96,2236.18,close container,close,container,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3636,P01_18,2236.28,2238.22,put container into cupboard,put,container,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3637,P01_18,2239.25,2241.15,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3638,P01_18,2244.63,2246.13,take colander,take,colander,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3639,P01_18,2245.56,2251.98,pour squash into container,pour,squash,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3640,P01_18,2252.08,2254.39,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3641,P01_18,2254.49,2256.69,put down colander,put-down,colander,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3642,P01_18,2258.5,2259.51,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3643,P01_18,2260.85,2276.87,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3644,P01_18,2264.71,2293.84,continue stirring food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3645,P01_18,2293.14,2315.74,continue stirring food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3646,P01_18,2307.13,2337.66,continue stirring food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3647,P01_18,2337.76,2339.02,take spoon,take,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3648,P01_18,2339.03,2340.63,spoon rice,spoon,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3649,P01_18,2341.02,2343.24,taste rice,taste,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3650,P01_18,2343.34,2345.12,put down spoon,put-down,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3651,P01_18,2348.59,2349.74,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3652,P01_18,2350.41,2351.61,take ladle,take,ladle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3653,P01_18,2364.9,2376.37,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3654,P01_18,2376.45,2378.3,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3655,P01_18,2391.79,2393.52,take saucepan,take,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3656,P01_18,2393.52,2395.24,put down saucepan,put-down,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3657,P01_18,2395.34,2397.2,put down,put-down,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3658,P01_18,2398.02,2398.89,take sponge,take,sponge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3659,P01_18,2398.85,2411.05,wash saucepan,wash,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3660,P01_18,2410.65,2411.65,put down saucepan,put-down,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3661,P01_18,2411.75,2412.65,take knife,take,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3662,P01_18,2412.52,2417.45,wash knife,wash,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3663,P01_18,2417.05,2417.86,put down knife,put-down,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3664,P01_18,2417.76,2419.06,take knife,take,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3665,P01_18,2419.2,2423.87,wash knife,wash,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3666,P01_18,2423.72,2424.22,put down knife,put-down,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3667,P01_18,2424.24,2425.49,take cutting board,take,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3668,P01_18,2425.49,2435.01,wash cutting board,wash,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3669,P01_18,2435.14,2437.46,turn on tap,turn-on,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3670,P01_18,2437.16,2438.67,rinse hands,rinse,hand,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3671,P01_18,2438.77,2445.51,rinse cutting board,rinse,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3672,P01_18,2445.61,2453.87,continue rinsing cutting board,rinse,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3673,P01_18,2456.33,2457.88,put down cutting board,put-down,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3674,P01_18,2457.87,2461.29,rinse knife,rinse,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3675,P01_18,2460.83,2461.79,put down knife,put-down,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3676,P01_18,2461.51,2462.34,take knife,take,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
